28 Oct 1:52 am (GMT -3) (28 Oct 04:52:32 UTC),M 5.5 / 64.3 km - Info, (105 km)," 29 Km Al E De Vichuquén, ChileI FELT IT - 151 reports",Map,GUG (U. Chile),earthquake,5963579,-34.911 / -71.679
27 Oct 4:13 pm (GMT -12) (28 Oct 04:13:41 UTC),M 5.5 / 233.2 km - Info, (105 km)," 123 Km NNE of Atka, Alaska, USAI FELT IT ",Map,USGS,earthquake,5963560,53.2014 / -173.4182
28 Oct 4:44 pm (GMT +13) (28 Oct 03:44:50 UTC),M 5.0 / 33 km - Info, (113 km), New ZealandI FELT IT ,Map,GEONET (NZ),earthquake,5963536,-31.88791 / -177.9825
28 Oct 3:43 am (GMT +8) (27 Oct 19:43:56 UTC),M 5.3 / 10 km - Info, (356 km)," 71 Km NE of Mamuju, IndonesiaI FELT IT - 5 reports",Map,BMKG,earthquake,5963152,-2.2 / 119.3
"Mon, 26 Oct 21:34 UTC",M 5.0 / 10 km - Info, (327 km), Northern And Central IranI FELT IT - 7 reports,Map,GFZ,earthquake,5962157,31.96 / 56.08
26 Oct 4:26 pm (GMT +8) (26 Oct 08:26:37 UTC),M 5.1 / 100 km - Info, (74 km)," Minahassa Peninsula, Sulawesi, IndonesiaI FELT IT - 1 report",Map,BMKG,earthquake,5961352,0.57 / 121.53
25 Oct 2:43 pm (GMT -9) (25 Oct 23:43:14 UTC),M 5.2 / 33 km - Info, (1956 km), Pacific-antarctic RidgeI FELT IT ,Map,EMSC,earthquake,5961002,-56.87 / -141.62
25 Oct 4:17 pm (GMT -5) (25 Oct 21:17:14 UTC),M 5.3 / 28.5 km - Info, (230 km)," 110 Km Al O De Pisagua, ChileI FELT IT - 2 reports",Map,GUG (U. Chile),earthquake,5960883,-19.969 / -71.186
2020-10-25 06:47:57 (Hora de México) (25 Oct 12:47:57 UTC),M 5.1 / 48 km - Info, (72 km)," 71 Km Al SUROESTE De  TAPACHULA, CHIS, MexicoI FELT IT - 14 reports",Map,SSN,earthquake,5960562,14.55 / -92.8
"Sun, 25 Oct 11:47 UTC",M 5.9 / 42 km - Info, (32 km)," Tonga Islands, SamoaI FELT IT - 1 report",Map,GFZ,earthquake,5960536,-15.29 / -173.6
"Sun, 25 Oct 11:04 UTC",M 5.2 / 66 km - Info, (188 km)," - 47 Km WNW of Kirakira, Solomon IslandsI FELT IT - 2 reports",Map,GFZ,earthquake,5960508,-10.18 / 161.38
"Sun, 25 Oct 00:56 UTC",M 5.6 / 68 km - Info, (99 km)," - 74 Km SSW of Kawalu, IndonesiaI FELT IT - 44 reports",Map,BMKG,earthquake,5960152,-8.21 / 107.84
"Sat, 24 Oct 16:18 UTC",M 5.3 / 5 km - Info, (453 km)," Northwest Territories, CanadaI FELT IT - 1 report",Map,NRCAN,earthquake,5959800,62.2467 / -124.4065
25 Oct 2:55 am (GMT +11) (24 Oct 15:55:57 UTC),M 5.1 / 50 km - Info, (46 km)," Southeast Of Loyalty Islands, New CaledoniaI FELT IT ",Map,EMSC,earthquake,5959786,-22.72 / 171.9
24 Oct 3:04 pm (GMT +4) (24 Oct 11:34:18 UTC),M 5.0 / 10 km - Info, (290 km)," 76 Km SSW of Alvand, IranI FELT IT - 93 reports",Map,GFZ,earthquake,5959497,35.66 / 48.95
24 Oct 7:40 am (GMT -3) (24 Oct 10:40:21 UTC),M 5.2 / 10 km - Info,"Penguin Island (35 km) - West Antarctica, South Shetland Islands"," South Shetland Islands, AntarcticaI FELT IT ",Map,GFZ,earthquake,5959451,-62.37 / -58.28
"Fri, 23 Oct 19:00 UTC",M 5.2 / 102 km - Info,Gaua (83 km) - Vanuatu," 32 Km NE of Port-Olry, VanuatuI FELT IT ",Map,EMSC,earthquake,5958767,-14.81 / 167.25
23 Oct 8:04 pm (GMT +13) (23 Oct 07:04:31 UTC),M 5.3 / 486.6 km - Info, (205 km), - South of the Fiji IslandsI FELT IT - 1 report,Map,GEONET (NZ),earthquake,5958051,-25.65889 / -179.67725
"Fri, 23 Oct 01:46 UTC",M 5.8 / 10 km - Info, (2192 km), West Chile Rise ,Map,GFZ,earthquake,5957858,-36.29 / -97.16
"Fri, 23 Oct 00:33 UTC",M 5.2 / 10 km - Info, (1735 km), - Northern Mid-Atlantic Ridge 1 report,Map,GFZ,earthquake,5957786,20.02 / -45.69
22 Oct 4:19 pm (GMT -3) (22 Oct 19:19:47 UTC),M 5.0 / 10 km - Info,"Penguin Island (31 km) - West Antarctica, South Shetland Islands"," South Shetland Islands, Antarctica ",Map,GFZ,earthquake,5957520,-62.32 / -58.3
"Thu, 22 Oct 12:07 UTC",M 5.1 / 18 km - Info, (424 km), Atlantic Ocean ,Map,NRCAN,earthquake,5958524,52.7977 / -34.9753
22 Oct 9:24 pm (GMT +13) (22 Oct 08:24:06 UTC),M 5.8 / 240 km - Info, (91 km)," Fiji Islands Region, Tonga ",Map,GFZ,earthquake,5956806,-20.91 / -176.63
22 Oct 4:14 pm (GMT +10) (22 Oct 06:14:24 UTC),M 5.0 / 186 km - Info, (70 km)," New Britain Region, P.N.G., Papua New Guinea 1 report",Map,GFZ,earthquake,5956702,-5.51 / 149.4
"Thu, 22 Oct 02:22 UTC",M 5.2 / 18 km - Info, (429 km), Atlantic Ocean ,Map,NRCAN,earthquake,5957379,52.8458 / -34.9778
"Wed, 21 Oct 20:23 UTC",M 5.0 / 73.4 km - Info, (97 km)," New Britain Region, P.N.G., Papua New Guinea ",Map,GeoAu,earthquake,5956296,-6.111 / 149.536
21 Oct 9:35 pm (GMT +7) (21 Oct 14:35:11 UTC),M 5.0 / 27 km - Info, (190 km)," - 163 Km SW of Sungai Penuh, Indonesia ",Map,BMKG,earthquake,5955914,-3.35 / 100.33
"Wed, 21 Oct 09:13 UTC",M 5.7 / 24.4 km - Info, (225 km)," 39 Km Al SO De Taltal, Chile 4 reports",Map,GUG (U. Chile),earthquake,0-10-21,-25.572 / -70.833
"Wed, 21 Oct 04:21 UTC",M 5.4 / 10 km - Info, (2062 km), Pacific-Antarctic Ridge ,Map,USGS,earthquake,5955933,-56.1782 / -143.5539
20 Oct 2:17 pm (GMT -11) (21 Oct 01:17:54 UTC),M 5.1 / 19.6 km - Info, (184 km)," 127 Km SSE of Sand Point, Alaska, USA 2 reports",Map,USGS,earthquake,5954810,54.3055 / -159.6246
"Wed, 21 Oct 00:22 UTC",M 5.9 / 38 km - Info, (225 km), Tonga Islands Region 1 report,Map,GFZ,earthquake,5954675,-19.2 / -172.7
21 Oct 7:57 am (GMT +13) (20 Oct 18:57:55 UTC),M 5.0 / 35 km - Info, (84 km)," 48 Km NNE of Pangai, Tonga ",Map,USGS,earthquake,5954063,-19.4376 / -174.1182
"Tue, 20 Oct 13:43 UTC",M 5.6 / 3.3 km - Info,Krísuvík (7 km) - Southwestern Iceland," 3.9 Km WNW of Krýsuvík, Iceland 419 reports",Map,IMO,earthquake,5953307,63.895 / -22.144
20 Oct 11:20 pm (GMT +10) (20 Oct 13:20:03 UTC),M 5.3 / 104 km - Info, (56 km)," Mariana Islands, Northern Mariana Islands ",Map,GFZ,earthquake,5953288,17.89 / 146.25
"Tue, 20 Oct 12:32 UTC",M 5.1 / 18.2 km - Info, (152 km)," 118 Km SSE of Sand Point, Alaska, USA 1 report",Map,USGS,earthquake,5953242,54.347 / -159.8039
20 Oct 12:37 am (GMT -8) (20 Oct 08:37:14 UTC),M 5.0 / 33.3 km - Info, (142 km)," 89 Km SE of Sand Point, Alaska, USA 1 report",Map,USGS,earthquake,5953037,54.6484 / -159.6909
19 Oct 9:18 pm (GMT -11) (20 Oct 08:18:42 UTC),M 5.0 / 27 km - Info, (149 km)," South of Alaska, USA 1 report",Map,GFZ,earthquake,5953021,54.58 / -159.79
"Tue, 20 Oct 04:07 UTC",M 5.6 / 9.7 km - Info, (184 km)," 132 Km SSE of Sand Point, Alaska, USA 2 reports",Map,USGS,earthquake,5952841,54.2533 / -159.644
20 Oct 12:12 pm (GMT +9) (20 Oct 03:12:51 UTC),M 5.0 / 71 km - Info, (71 km)," - 70 Km W of Tobelo, Indonesia ",Map,BMKG,earthquake,5952808,1.71 / 127.29
"Mon, 19 Oct 21:45 UTC",M 5.9 / 32.5 km - Info, (157 km)," 117 Km SSE of Sand Point, Alaska, USA 2 reports",Map,USGS,earthquake,5952520,54.338 / -159.9038
19 Oct 10:32 am (GMT -11) (19 Oct 21:32:19 UTC),M 5.5 / 15.5 km - Info, (185 km)," 133 Km SSE of Sand Point, Alaska, USA 2 reports",Map,USGS,earthquake,5952506,54.2393 / -159.6532
19 Oct 10:22 am (GMT -11) (19 Oct 21:22:28 UTC),M 5.2 / 24 km - Info, (185 km)," 133 Km SSE of Sand Point, Alaska, USA 1 report",Map,USGS,earthquake,5952497,54.2566 / -159.6018
"Mon, 19 Oct 21:06 UTC",M 5.7 / 26.2 km - Info, (141 km)," 92 Km SE of Sand Point, Alaska, USA 1 report",Map,USGS,earthquake,5952491,54.5073 / -159.729
"Mon, 19 Oct 14:11 UTC",M 5.0 / 364 km - Info, (71 km)," Banda Sea, Indonesia 1 report",Map,BMKG,earthquake,5952113,-7.28 / 126.63
"Mon, 19 Oct 09:42 UTC",M 5.3 / 12 km - Info, (194 km)," Kep. Mentawai Region, Indonesia ",Map,BMKG,earthquake,5951862,-3.29 / 100.34
"Mon, 19 Oct 09:38 UTC",M 5.2 / 10 km - Info, (192 km)," Northern Sumatra, Indonesia 2 reports",Map,BMKG,earthquake,5951841,2.89 / 96.26
19 Oct 3:14 pm (GMT +7) (19 Oct 08:14:06 UTC),M 5.1 / 10 km - Info, (169 km)," - 188 Km SW of Sungai Penuh, Indonesia 1 report",Map,BMKG,earthquake,5951742,-3.35 / 100.39
19 Oct 2:47 pm (GMT +7) (19 Oct 07:47:23 UTC),M 5.5 / 17 km - Info, (178 km)," Southern Sumatra, Indonesia 1 report",Map,BMKG,earthquake,5951711,-3.33 / 100.36
19 Oct 2:31 pm (GMT +7) (19 Oct 07:31:31 UTC),M 5.6 / 13 km - Info, (181 km)," - 191 Km SW of Sungai Penuh, Indonesia 1 report",Map,BMKG,earthquake,5951692,-3.36 / 100.29
2020-10-18 21:24:19 (19 Oct 03:24:19 UTC),M 5.1 / 26 km - Info, (215 km)," 87 Km Al Norte De Balfate, Honduras 61 reports",Map,INETER,earthquake,5951567,16.467 / -86.741
19 Oct 5:48 am (GMT +7) (18 Oct 22:48:52 UTC),M 5.0 / 21 km - Info, (188 km)," Southern Sumatra, Indonesia ",Map,BMKG,earthquake,5951395,-3.34 / 100.26
18 Oct 10:42 pm (GMT +13) (18 Oct 09:42:31 UTC),M 5.1 / 10 km - Info, (210 km)," 272 Km SSE of Alo, Wallis And Futuna, Fiji ",Map,USGS,earthquake,5950920,-16.6309 / -177.2712
18/10/2020 01:58:26 (18 Oct 06:58:26 UTC),M 5.4 / 27 km - Info, (421 km)," 114 Km Al Oeste-NO De Mancora, Talara-Piura, Peru 1 report",Map,IGP,earthquake,5950809,-3.7723 / -82.0227
18 Oct 4:28 pm (GMT +13) (18 Oct 03:28:41 UTC),M 5.1 / 155.9 km - Info, (169 km), New Zealand 1 report,Map,GEONET (NZ),earthquake,5950649,-30.14211 / -176.96358
"Sun, 18 Oct 03:28 UTC",M 5.0 / 178 km - Info, (72 km)," Kermadec Islands Region, New Zealand ",Map,GFZ,earthquake,5950957,-28.85 / -178.49
"Sun, 18 Oct 00:05 UTC",M 5.2 / 10 km - Info,"Penguin Island (32 km) - West Antarctica, South Shetland Islands"," South Shetland Islands, Antarctica ",Map,USGS,earthquake,5950509,-62.3441 / -58.3904
18 Oct 12:55 am (GMT +7) (17 Oct 17:55:01 UTC),M 5.3 / 20 km - Info, (191 km)," - 181 Km SW of Sungai Penuh, Indonesia ",Map,BMKG,earthquake,5950251,-3.3 / 100.26
17 Oct 1:49 am (GMT -9) (17 Oct 10:49:20 UTC),M 5.4 / 10 km - Info, (2145 km), Pacific Antarctic Ridge ,Map,GFZ,earthquake,5949887,-54.32 / -132.97
"Sat, 17 Oct 04:48 UTC",M 5.0 / 50 km - Info, (69 km)," Kuril Islands, Russia ",Map,GFZ,earthquake,5949607,45.33 / 150.08
"Sat, 17 Oct 00:36 UTC",M 5.2 / 10 km - Info, (175 km)," Southern Sumatra, Indonesia ",Map,BMKG,earthquake,5949460,-3.29 / 100.26
17 Oct 4:06 am (GMT +8) (16 Oct 20:06:25 UTC),M 5.3 / 37 km - Info, (98 km)," 48 Km SW of Balayan, Philippines 355 reports",Map,GFZ,earthquake,5949291,13.68 / 120.37
16 Oct 2:40 pm (GMT +5) (16 Oct 10:10:53 UTC),M 5.0 / 211 km - Info, (400 km), Afghanistan-Tajikistan Border Region 3 reports,Map,GFZ,earthquake,5948753,36.64 / 71.27
"Fri, 16 Oct 05:45 UTC",M 5.0 / 62 km - Info, (205 km)," Southwest of Sumatra, Indonesia 1 report",Map,BMKG,earthquake,5948554,-5.25 / 101.76
16 Oct 3:09 am (GMT +13) (15 Oct 14:09:30 UTC),M 5.1 / 33 km - Info, (193 km), - Kermadec Islands Region ,Map,GEONET (NZ),earthquake,5947899,-31.48014 / -176.85963
15 Oct 4:41 pm (GMT +7) (15 Oct 09:41:18 UTC),M 5.4 / 28 km - Info, (171 km)," Southern Sumatra, Indonesia ",Map,BMKG,earthquake,5947621,-3.23 / 100.27
14 Oct 7:00 pm (GMT -12) (15 Oct 07:00:09 UTC),M 5.0 / 33 km - Info, (229 km), - Kermadec Islands Region ,Map,GEONET (NZ),earthquake,5947528,-31.20055 / -176.2928
15 Oct 11:59 am (GMT +7) (15 Oct 04:59:54 UTC),M 5.0 / 54 km - Info, (134 km)," Off West Coast of Northern Sumatra, Indonesia 1 report",Map,BMKG,earthquake,5947466,4.02 / 95.89
14 Oct 11:20 pm (GMT -3) (15 Oct 02:20:10 UTC),M 5.1 / 123 km - Info, (220 km)," - 16 Km W of Villa Basilio Nievas, Argentina 17 reports",Map,GFZ,earthquake,5947367,-31.56 / -68.95
14 Oct 7:28 pm (GMT +4) (14 Oct 15:28:41 UTC),M 5.0 / 10 km - Info, (1670 km), Mid Indian Ridge ,Map,GFZ,earthquake,5946884,-9.91 / 65.95
2020-10-14 04:16:16 (14 Oct 10:16:16 UTC),M 5.3 / 10 km - Info,Volcán Azul (17 km)," 22 Km Al Norte De Laguna De Perlas, Nicaragua ",Map,INETER,earthquake,5946559,12.536 / -83.712
2020-10-13 18:40:01 (14 Oct 00:40:01 UTC),M 5.0 / 1 km - Info, (108 km)," 30 Km Al Sur De Livingston, Guatemala 10 reports",Map,INETER,earthquake,5946135,15.572 / -88.826
13 Oct 12:16 pm (GMT -5) (13 Oct 17:16:17 UTC),M 5.0 / 30.1 km - Info, (273 km)," 47 Km Al NO De Chañaral., Chile ",Map,GUG (U. Chile),earthquake,5945804,-26.162 / -71.049
13 Oct 1:29 pm (GMT +4) (13 Oct 09:29:52 UTC),M 5.2 / 10 km - Info, (696 km)," Socotra Region, Yemen 1 report",Map,GFZ,earthquake,5945297,13.91 / 56.81
12 Oct 2:47 pm (GMT +3) (12 Oct 11:47:18 UTC),M 5.0 / 49 km - Info, (290 km)," - 92 Km WSW of Türkmenbaşy, Turkmenistan ",Map,GFZ,earthquake,5944315,39.56 / 52.07
2020-10-12 00:06:54 (12 Oct 06:06:54 UTC),M 5.0 / 98 km - Info, (42 km)," - 4 Km NE of Nuevo San Carlos, Guatemala 20 reports",Map,INETER,earthquake,5944005,14.523 / -91.856
2020-10-11 23:13:50 (Hora de México) (12 Oct 04:13:50 UTC),M 5.5 / 6 km - Info, (156 km)," 142 Km Al SUROESTE De  MAPASTEPEC, CHIS, Mexico 1 report",Map,SSN,earthquake,5943906,14.56 / -93.86
12 Oct 7:11 am (GMT +3) (12 Oct 04:11:27 UTC),M 5.2 / 8 km - Info, (117 km)," 48 Km N of Palekastro, Greece 261 reports",Map,NOA,earthquake,5943896,35.6319 / 26.2926
12 Oct 3:30 am (GMT +3) (12 Oct 00:30:41 UTC),M 5.1 / 21 km - Info, (118 km)," - 45 Km N of Palekastro, Greece 149 reports",Map,NOA,earthquake,5943591,35.6314 / 26.293
"Sun, 11 Oct 14:41 UTC",M 5.7 / 10 km - Info, (1130 km)," Easter Island Region, Chile 1 report",Map,USGS,earthquake,5943239,-28.5584 / -112.0701
10 Oct 5:58 pm (GMT -3) (10 Oct 20:58:37 UTC),M 5.0 / 10 km - Info,"Penguin Island (29 km) - West Antarctica, South Shetland Islands"," South Shetland Islands, Antarctica ",Map,USGS,earthquake,5942493,-62.3357 / -58.154
"Sat, 10 Oct 17:38 UTC",M 5.4 / 58 km - Info, (297 km), Myanmar-India Border Region 365 reports,Map,GFZ,earthquake,5942365,24.56 / 93.58
"Sat, 10 Oct 10:43 UTC",M 5.0 / 46 km - Info, (85 km)," Southern Sumatra, Indonesia ",Map,BMKG,earthquake,5942086,-4.67 / 102.7
10 Oct 7:40 am (GMT +4) (10 Oct 03:40:45 UTC),M 5.0 / 10 km - Info, (1246 km), Southwest Indian Ridge 3 reports,Map,USGS,earthquake,5941737,-35.252 / 53.9102
"Fri, 9 Oct 21:22 UTC",M 5.3 / 10 km - Info, (115 km)," 127 Km WNW of Port-Vila, Vanuatu 7 reports",Map,GFZ,earthquake,5941045,-17.13 / 167.31
"Fri, 9 Oct 02:57 UTC",M 5.3 / 10 km - Info, (189 km)," 116 Km S of Katabu, Indonesia 2 reports",Map,BMKG,earthquake,5940201,-5.98 / 122.51
"Thu, 8 Oct 23:14 UTC",M 5.2 / 112.9 km - Info, (101 km)," Eastern New Guinea Reg., P.N.G., Papua New Guinea 2 reports",Map,GeoAu,earthquake,5940023,-6.24 / 146.243
"Thu, 8 Oct 18:24 UTC",M 5.1 / 519 km - Info, (267 km)," Northwest of Kuril Islands, Russia 1 report",Map,GFZ,earthquake,5939776,52.64 / 152.68
9 Oct 1:58 am (GMT +10) (8 Oct 15:58:53 UTC),M 5.7 / 45 km - Info, (39 km)," New Britain Region, P.N.G., Papua New Guinea 2 reports",Map,GFZ,earthquake,5939671,-5.87 / 150.78
"Thu, 8 Oct 15:48 UTC",M 5.2 / 79.3 km - Info, (61 km), South Sandwich Islands Region ,Map,USGS,earthquake,5939669,-58.9377 / -25.5913
8 Oct 3:22 am (GMT -11) (8 Oct 14:22:39 UTC),M 5.7 / 37 km - Info, (60 km)," 47 Km ESE of Nikolski, Alaska, USA 1 report",Map,USGS,earthquake,5939591,52.7184 / -168.2558
8 Oct 9:42 am (GMT -1) (8 Oct 10:42:21 UTC),M 5.2 / 10 km - Info, (133 km)," Jan Mayen Island Region, Svalbard & Jan Mayen ",Map,GFZ,earthquake,5939343,71.68 / -11.33
7 Oct 2:24 pm (GMT -4) (7 Oct 18:24:34 UTC),M 5.3 / 10 km - Info, (118 km)," 61 Km ENE of Saint Croix, U.S. Virgin Islands 91 reports",Map,USGS,earthquake,5938563,18.174 / -64.1781
"Wed, 7 Oct 06:50 UTC",M 5.1 / 47 km - Info, (194 km)," Savu Sea, Indonesia 2 reports",Map,BMKG,earthquake,5937892,-10.58 / 121.08
"Wed, 7 Oct 06:13 UTC",M 5.0 / 150 km - Info, (68 km)," - 240 Km W of Tual, Indonesia ",Map,BMKG,earthquake,5937870,-6.03 / 130.66
6 Oct 10:56 am (GMT -3) (6 Oct 13:56:45 UTC),M 5.4 / 10 km - Info,"Penguin Island (44 km) - West Antarctica, South Shetland Islands"," South Shetland Islands, Antarctica ",Map,GFZ,earthquake,5936906,-62.38 / -58.54
"Tue, 6 Oct 13:52 UTC",M 5.0 / 66 km - Info, (157 km)," South of Java, Indonesia 1 report",Map,BMKG,earthquake,5936946,-9.53 / 112.86
5 Oct 9:54 pm (GMT -8) (6 Oct 05:54:50 UTC),M 5.9 / 30.4 km - Info, (104 km)," 68 Km SE of Sand Point, Alaska, USA 31 reports",Map,USGS,earthquake,5936370,54.8444 / -159.8598
"Tue, 6 Oct 04:24 UTC",M 5.4 / 10 km - Info, (676 km), Northern Mid-Atlantic Ridge ,Map,USGS,earthquake,5936306,32.8645 / -39.838
6 Oct 7:43 am (GMT +8) (5 Oct 23:43:22 UTC),M 5.0 / 10 km - Info, (180 km)," Kashmir-Xizang Border Region, China 3 reports",Map,GFZ,earthquake,5936118,34.12 / 79.21
6 Oct 5:04 am (GMT +10) (5 Oct 19:04:01 UTC),M 5.3 / 138 km - Info,"Maug Islands (17 km) - United States, Mariana Islands"," Mariana Islands, Northern Mariana Islands ",Map,GFZ,earthquake,5935909,19.86 / 145.32
"Mon, 5 Oct 19:01 UTC",M 5.0 / 10 km - Info,"Penguin Island (33 km) - West Antarctica, South Shetland Islands"," South Shetland Islands, Antarctica 1 report",Map,USGS,earthquake,5935927,-62.2427 / -58.249
05/10/2020 10:56:42 (5 Oct 13:56:42 UTC),M 5.3 / 10 km - Info,"Penguin Island (39 km) - West Antarctica, South Shetland Islands"," TFAIAS (Argentina), Antarctica ",Map,INPRES,earthquake,5937432,-62.369 / -58.423
"Mon, 5 Oct 13:03 UTC",M 5.1 / 120.3 km - Info,Aoba (26 km) - Vanuatu," 69 Km NE of Norsup, Vanuatu ",Map,USGS,earthquake,5935587,-15.6294 / 167.8695
"Mon, 5 Oct 08:48 UTC",M 5.1 / 10 km - Info, (2151 km), Pacific Antarctic Ridge ,Map,GeoAu,earthquake,5935313,-54.452 / -133.227
"Mon, 5 Oct 07:12 UTC",M 5.2 / 10 km - Info, (113 km)," Southeast Of Loyalty Islands, New Caledonia ",Map,EMSC,earthquake,5935222,-21.87 / 169.83
"Mon, 5 Oct 03:07 UTC",M 5.0 / 67 km - Info, (136 km)," Sumba Region, Indonesia ",Map,BMKG,earthquake,5935061,-9.8 / 119.4
"Mon, 5 Oct 01:27 UTC",M 5.0 / 2 km - Info, (274 km)," Azores Islands Region, Portugal 1 report",Map,EMSC,earthquake,5935003,37.48 / -31.77
"Sun, 4 Oct 23:20 UTC",M 5.2 / 10 km - Info, (192 km)," 91 Km ESE of Pangai, Tonga ",Map,GFZ,earthquake,5934878,-20.03 / -173.51
4 Oct 6:58 am (GMT -12) (4 Oct 18:58:52 UTC),M 5.3 / 100 km - Info, (286 km), New Zealand 1 report,Map,GEONET (NZ),earthquake,5934716,-33.69367 / -177.05554
5 Oct 2:16 am (GMT +8) (4 Oct 18:16:56 UTC),M 5.6 / 152 km - Info, (43 km)," 34 Km W of Batangas, Philippines 293 reports",Map,GFZ,earthquake,5934684,13.67 / 120.79
"Sun, 4 Oct 17:36 UTC",M 5.0 / 50 km - Info, (149 km)," Santa Cruz Islands, Solomon Islands ",Map,GFZ,earthquake,5934658,-11.68 / 165.97
4 Oct 8:17 pm (GMT +11) (4 Oct 09:17:27 UTC),M 5.1 / 42 km - Info, (87 km)," Kuril Islands, Russia ",Map,GFZ,earthquake,5934214,48.98 / 155.17
4 Oct 6:19 pm (GMT +11) (4 Oct 07:19:17 UTC),M 5.1 / 33 km - Info, (1347 km)," New Zealand, Australia 1 report",Map,GEONET (NZ),earthquake,5934102,-53.18848 / 160.11293
4 Oct 2:35 pm (GMT +11) (4 Oct 03:35:23 UTC),M 5.2 / 100 km - Info, (178 km)," Santa Cruz Islands, Vanuatu ",Map,EMSC,earthquake,5933928,-12.42 / 166.54
3 Oct 3:37 pm (GMT -3) (3 Oct 18:37:21 UTC),M 5.0 / 10 km - Info,"Penguin Island (37 km) - West Antarctica, South Shetland Islands"," South Shetland Islands, Antarctica ",Map,USGS,earthquake,5933568,-62.3666 / -58.3688
4 Oct 2:30 am (GMT +10) (3 Oct 16:30:08 UTC),M 5.6 / 33 km - Info, (180 km)," New Britain Region, P.N.G., Papua New Guinea 4 reports",Map,GFZ,earthquake,5933471,-7.2 / 150.02
3 Oct 11:22 am (GMT -2) (3 Oct 13:22:47 UTC),M 5.2 / 10 km - Info, (572 km), Eastern Greenland ,Map,GFZ,earthquake,5933273,69.36 / -30
3 Oct 9:26 pm (GMT +9) (3 Oct 12:26:29 UTC),M 5.1 / 55 km - Info, (64 km)," Ryukyu Islands, Japan 1 report",Map,EMSC,earthquake,5933220,29.98 / 130.68
3 Oct 6:31 pm (GMT +9) (3 Oct 09:31:33 UTC),M 5.8 / 52 km - Info, (129 km)," Southeast of Honshu, Japan 7 reports",Map,GFZ,earthquake,5933096,33.43 / 140.9
"Fri, 2 Oct 23:31 UTC",M 5.1 / 101 km - Info, (39 km)," Mariana Islands, Northern Mariana Islands ",Map,GFZ,earthquake,5932645,18.69 / 145.92
2 Oct 7:17 am (GMT -3) (2 Oct 10:17:36 UTC),M 5.8 / 10 km - Info,"Penguin Island (23 km) - West Antarctica, South Shetland Islands"," South Shetland Islands, Antarctica 2 reports",Map,GFZ,earthquake,5931622,-62.29 / -58.09
02/10/2020 04:06:51 (2 Oct 09:06:51 UTC),M 5.0 / 15 km - Info, (741 km)," 201 Km Al Oeste SO De Trujillo, Trujillo - La Libertad, Peru 1 report",Map,IGP,earthquake,5931515,-8.96 / -80.6393
